htn	hypertension
abbr3437	clinical expansion term 3437
abbr3438	clinical expansion term 3438
abbr3439	clinical expansion term 3439
abbr3440	clinical expansion term 3440
abbr3441	clinical expansion term 3441
abbr3442	clinical expansion term 3442
abbr3443	clinical expansion term 3443
abbr3444	clinical expansion term 3444
abbr3445	clinical expansion term 3445
abbr3446	clinical expansion term 3446
abbr3447	clinical expansion term 3447
abbr3448	clinical expansion term 3448
abbr3449	clinical expansion term 3449
abbr3450	clinical expansion term 3450
abbr3451	clinical expansion term 3451
abbr3452	clinical expansion term 3452
abbr3453	clinical expansion term 3453
abbr3454	clinical expansion term 3454
abbr3455	clinical expansion term 3455
abbr3456	clinical expansion term 3456
abbr3457	clinical expansion term 3457
abbr3458	clinical expansion term 3458
abbr3459	clinical expansion term 3459
abbr3460	clinical expansion term 3460
abbr3461	clinical expansion term 3461
abbr3462	clinical expansion term 3462
abbr3463	clinical expansion term 3463
abbr3464	clinical expansion term 3464
abbr3465	clinical expansion term 3465
abbr3466	clinical expansion term 3466
abbr3467	clinical expansion term 3467
abbr3468	clinical expansion term 3468
abbr3469	clinical expansion term 3469
abbr3470	clinical expansion term 3470
abbr3471	clinical expansion term 3471
abbr3472	clinical expansion term 3472
abbr3473	clinical expansion term 3473
abbr3474	clinical expansion term 3474
abbr3475	clinical expansion term 3475
abbr3476	clinical expansion term 3476
abbr3477	clinical expansion term 3477
abbr3478	clinical expansion term 3478
abbr3479	clinical expansion term 3479
abbr3480	clinical expansion term 3480
abbr3481	clinical expansion term 3481
abbr3482	clinical expansion term 3482
abbr3483	clinical expansion term 3483
abbr3484	clinical expansion term 3484
abbr3485	clinical expansion term 3485
abbr3486	clinical expansion term 3486
abbr3487	clinical expansion term 3487
abbr3488	clinical expansion term 3488
abbr3489	clinical expansion term 3489
abbr3490	clinical expansion term 3490
abbr3491	clinical expansion term 3491
abbr3492	clinical expansion term 3492
abbr3493	clinical expansion term 3493
abbr3494	clinical expansion term 3494
abbr3495	clinical expansion term 3495
abbr3496	clinical expansion term 3496
abbr3497	clinical expansion term 3497
abbr3498	clinical expansion term 3498
abbr3499	clinical expansion term 3499
abbr3500	clinical expansion term 3500
abbr3501	clinical expansion term 3501
abbr3502	clinical expansion term 3502
abbr3503	clinical expansion term 3503
abbr3504	clinical expansion term 3504
abbr3505	clinical expansion term 3505
abbr3506	clinical expansion term 3506
abbr3507	clinical expansion term 3507
abbr3508	clinical expansion term 3508
abbr3509	clinical expansion term 3509
abbr3510	clinical expansion term 3510
abbr3511	clinical expansion term 3511
abbr3512	clinical expansion term 3512
abbr3513	clinical expansion term 3513
abbr3514	clinical expansion term 3514
abbr3515	clinical expansion term 3515
abbr3516	clinical expansion term 3516
abbr3517	clinical expansion term 3517
abbr3518	clinical expansion term 3518
abbr3519	clinical expansion term 3519
abbr3520	clinical expansion term 3520
abbr3521	clinical expansion term 3521
abbr3522	clinical expansion term 3522
abbr3523	clinical expansion term 3523
abbr3524	clinical expansion term 3524
abbr3525	clinical expansion term 3525
abbr3526	clinical expansion term 3526
abbr3527	clinical expansion term 3527
abbr3528	clinical expansion term 3528
abbr3529	clinical expansion term 3529
abbr3530	clinical expansion term 3530
abbr3531	clinical expansion term 3531
abbr3532	clinical expansion term 3532
abbr3533	clinical expansion term 3533
abbr3534	clinical expansion term 3534
abbr3535	clinical expansion term 3535
abbr3536	clinical expansion term 3536
abbr3537	clinical expansion term 3537
abbr3538	clinical expansion term 3538
abbr3539	clinical expansion term 3539
abbr3540	clinical expansion term 3540
abbr3541	clinical expansion term 3541
abbr3542	clinical expansion term 3542
abbr3543	clinical expansion term 3543
abbr3544	clinical expansion term 3544
abbr3545	clinical expansion term 3545
abbr3546	clinical expansion term 3546
abbr3547	clinical expansion term 3547
abbr3548	clinical expansion term 3548
abbr3549	clinical expansion term 3549
abbr3550	clinical expansion term 3550
abbr3551	clinical expansion term 3551
abbr3552	clinical expansion term 3552
abbr3553	clinical expansion term 3553
abbr3554	clinical expansion term 3554
abbr3555	clinical expansion term 3555
abbr3556	clinical expansion term 3556
abbr3557	clinical expansion term 3557
abbr3558	clinical expansion term 3558
abbr3559	clinical expansion term 3559
abbr3560	clinical expansion term 3560
abbr3561	clinical expansion term 3561
abbr3562	clinical expansion term 3562
abbr3563	clinical expansion term 3563
abbr3564	clinical expansion term 3564
abbr3565	clinical expansion term 3565
abbr3566	clinical expansion term 3566
abbr3567	clinical expansion term 3567
abbr3568	clinical expansion term 3568
abbr3569	clinical expansion term 3569
abbr3570	clinical expansion term 3570
abbr3571	clinical expansion term 3571
abbr3572	clinical expansion term 3572
abbr3573	clinical expansion term 3573
abbr3574	clinical expansion term 3574
abbr3575	clinical expansion term 3575
abbr3576	clinical expansion term 3576
abbr3577	clinical expansion term 3577
abbr3578	clinical expansion term 3578
abbr3579	clinical expansion term 3579
abbr3580	clinical expansion term 3580
abbr3581	clinical expansion term 3581
abbr3582	clinical expansion term 3582
abbr3583	clinical expansion term 3583
abbr3584	clinical expansion term 3584
abbr3585	clinical expansion term 3585
abbr3586	clinical expansion term 3586
abbr3587	clinical expansion term 3587
abbr3588	clinical expansion term 3588
abbr3589	clinical expansion term 3589
abbr3590	clinical expansion term 3590
abbr3591	clinical expansion term 3591
abbr3592	clinical expansion term 3592
abbr3593	clinical expansion term 3593
abbr3594	clinical expansion term 3594
abbr3595	clinical expansion term 3595
abbr3596	clinical expansion term 3596
abbr3597	clinical expansion term 3597
abbr3598	clinical expansion term 3598
abbr3599	clinical expansion term 3599
abbr3600	clinical expansion term 3600
abbr3601	clinical expansion term 3601
abbr3602	clinical expansion term 3602
abbr3603	clinical expansion term 3603
abbr3604	clinical expansion term 3604
abbr3605	clinical expansion term 3605
abbr3606	clinical expansion term 3606
abbr3607	clinical expansion term 3607
abbr3608	clinical expansion term 3608
abbr3609	clinical expansion term 3609
abbr3610	clinical expansion term 3610
abbr3611	clinical expansion term 3611
abbr3612	clinical expansion term 3612
abbr3613	clinical expansion term 3613
abbr3614	clinical expansion term 3614
abbr3615	clinical expansion term 3615
abbr3616	clinical expansion term 3616
abbr3617	clinical expansion term 3617
abbr3618	clinical expansion term 3618
abbr3619	clinical expansion term 3619
abbr3620	clinical expansion term 3620
abbr3621	clinical expansion term 3621
abbr3622	clinical expansion term 3622
abbr3623	clinical expansion term 3623
abbr3624	clinical expansion term 3624
abbr3625	clinical expansion term 3625
abbr3626	clinical expansion term 3626
abbr3627	clinical expansion term 3627
abbr3628	clinical expansion term 3628
abbr3629	clinical expansion term 3629
abbr3630	clinical expansion term 3630
abbr3631	clinical expansion term 3631
abbr3632	clinical expansion term 3632
abbr3633	clinical expansion term 3633
abbr3634	clinical expansion term 3634
abbr3635	clinical expansion term 3635
abbr3636	clinical expansion term 3636
abbr3637	clinical expansion term 3637
abbr3638	clinical expansion term 3638
abbr3639	clinical expansion term 3639
abbr3640	clinical expansion term 3640
abbr3641	clinical expansion term 3641
abbr3642	clinical expansion term 3642
abbr3643	clinical expansion term 3643
abbr3644	clinical expansion term 3644
abbr3645	clinical expansion term 3645
abbr3646	clinical expansion term 3646
abbr3647	clinical expansion term 3647
abbr3648	clinical expansion term 3648
abbr3649	clinical expansion term 3649
abbr3650	clinical expansion term 3650
abbr3651	clinical expansion term 3651
abbr3652	clinical expansion term 3652
abbr3653	clinical expansion term 3653
abbr3654	clinical expansion term 3654
abbr3655	clinical expansion term 3655
abbr3656	clinical expansion term 3656
abbr3657	clinical expansion term 3657
abbr3658	clinical expansion term 3658
abbr3659	clinical expansion term 3659
abbr3660	clinical expansion term 3660
abbr3661	clinical expansion term 3661
abbr3662	clinical expansion term 3662
abbr3663	clinical expansion term 3663
abbr3664	clinical expansion term 3664
abbr3665	clinical expansion term 3665
abbr3666	clinical expansion term 3666
abbr3667	clinical expansion term 3667
abbr3668	clinical expansion term 3668
abbr3669	clinical expansion term 3669
abbr3670	clinical expansion term 3670
abbr3671	clinical expansion term 3671
abbr3672	clinical expansion term 3672
abbr3673	clinical expansion term 3673
abbr3674	clinical expansion term 3674
abbr3675	clinical expansion term 3675
abbr3676	clinical expansion term 3676
abbr3677	clinical expansion term 3677
abbr3678	clinical expansion term 3678
abbr3679	clinical expansion term 3679
abbr3680	clinical expansion term 3680
abbr3681	clinical expansion term 3681
abbr3682	clinical expansion term 3682
abbr3683	clinical expansion term 3683
abbr3684	clinical expansion term 3684
abbr3685	clinical expansion term 3685
abbr3686	clinical expansion term 3686
abbr3687	clinical expansion term 3687
abbr3688	clinical expansion term 3688
abbr3689	clinical expansion term 3689
abbr3690	clinical expansion term 3690
abbr3691	clinical expansion term 3691
abbr3692	clinical expansion term 3692
abbr3693	clinical expansion term 3693
abbr3694	clinical expansion term 3694
abbr3695	clinical expansion term 3695
abbr3696	clinical expansion term 3696
abbr3697	clinical expansion term 3697
abbr3698	clinical expansion term 3698
abbr3699	clinical expansion term 3699
abbr3700	clinical expansion term 3700
abbr3701	clinical expansion term 3701
abbr3702	clinical expansion term 3702
abbr3703	clinical expansion term 3703
abbr3704	clinical expansion term 3704
abbr3705	clinical expansion term 3705
abbr3706	clinical expansion term 3706
abbr3707	clinical expansion term 3707
abbr3708	clinical expansion term 3708
abbr3709	clinical expansion term 3709
abbr3710	clinical expansion term 3710
abbr3711	clinical expansion term 3711
abbr3712	clinical expansion term 3712
abbr3713	clinical expansion term 3713
abbr3714	clinical expansion term 3714
abbr3715	clinical expansion term 3715
abbr3716	clinical expansion term 3716
abbr3717	clinical expansion term 3717
abbr3718	clinical expansion term 3718
abbr3719	clinical expansion term 3719
abbr3720	clinical expansion term 3720
abbr3721	clinical expansion term 3721
abbr3722	clinical expansion term 3722
abbr3723	clinical expansion term 3723
abbr3724	clinical expansion term 3724
abbr3725	clinical expansion term 3725
abbr3726	clinical expansion term 3726
abbr3727	clinical expansion term 3727
abbr3728	clinical expansion term 3728
abbr3729	clinical expansion term 3729
abbr3730	clinical expansion term 3730
abbr3731	clinical expansion term 3731
abbr3732	clinical expansion term 3732
abbr3733	clinical expansion term 3733
abbr3734	clinical expansion term 3734
abbr3735	clinical expansion term 3735
abbr3736	clinical expansion term 3736
abbr3737	clinical expansion term 3737
abbr3738	clinical expansion term 3738
abbr3739	clinical expansion term 3739
abbr3740	clinical expansion term 3740
abbr3741	clinical expansion term 3741
abbr3742	clinical expansion term 3742
abbr3743	clinical expansion term 3743
abbr3744	clinical expansion term 3744
abbr3745	clinical expansion term 3745
abbr3746	clinical expansion term 3746
abbr3747	clinical expansion term 3747
abbr3748	clinical expansion term 3748
abbr3749	clinical expansion term 3749
abbr3750	clinical expansion term 3750
abbr3751	clinical expansion term 3751
abbr3752	clinical expansion term 3752
abbr3753	clinical expansion term 3753
abbr3754	clinical expansion term 3754
abbr3755	clinical expansion term 3755
abbr3756	clinical expansion term 3756
abbr3757	clinical expansion term 3757
abbr3758	clinical expansion term 3758
abbr3759	clinical expansion term 3759
abbr3760	clinical expansion term 3760
abbr3761	clinical expansion term 3761
abbr3762	clinical expansion term 3762
abbr3763	clinical expansion term 3763
abbr3764	clinical expansion term 3764
abbr3765	clinical expansion term 3765
abbr3766	clinical expansion term 3766
abbr3767	clinical expansion term 3767
abbr3768	clinical expansion term 3768
abbr3769	clinical expansion term 3769
abbr3770	clinical expansion term 3770
abbr3771	clinical expansion term 3771
abbr3772	clinical expansion term 3772
abbr3773	clinical expansion term 3773
abbr3774	clinical expansion term 3774
abbr3775	clinical expansion term 3775
abbr3776	clinical expansion term 3776
abbr3777	clinical expansion term 3777
abbr3778	clinical expansion term 3778
abbr3779	clinical expansion term 3779
abbr3780	clinical expansion term 3780
abbr3781	clinical expansion term 3781
abbr3782	clinical expansion term 3782
abbr3783	clinical expansion term 3783
abbr3784	clinical expansion term 3784
abbr3785	clinical expansion term 3785
abbr3786	clinical expansion term 3786
abbr3787	clinical expansion term 3787
abbr3788	clinical expansion term 3788
abbr3789	clinical expansion term 3789
abbr3790	clinical expansion term 3790
abbr3791	clinical expansion term 3791
abbr3792	clinical expansion term 3792
abbr3793	clinical expansion term 3793
abbr3794	clinical expansion term 3794
abbr3795	clinical expansion term 3795
abbr3796	clinical expansion term 3796
abbr3797	clinical expansion term 3797
abbr3798	clinical expansion term 3798
